key,en,ar,az,bn,de,fr,id,it,ms,ru,tr,ur
paid_feature_info_1,Play adhan randomly from your collections,تشغيل أذان عشوائي من مجموعاتك,Koleksiyonlarınızdan təsadüfi olaraq əzəni oxudun,আপনার সংগ্রহগুলি থেকে এলোমেলোভাবে আজান চালু করুন,Zufällige Wiedergabe des Adhan aus Ihren Sammlungen,Jouez l'adhan aléatoirement à partir de vos sélections,Putar alarm suara azan secara acak dari koleksi Anda,Suona adhan in modo casuale dalle tue collezioni,Mainkan azan secara rawak dari koleksi anda,Проигрывать Азан из коллекции в случайном порядке,Koleksiyonlarınızdan rastgele ezan çalın,اپنے مجموعوں سے بے ترتیب طور پر اذان بجائیں
paid_feature_info_2,Support Development,دعم المطور,İnkişafa dəstək,উন্নয়ন সমর্থন করুন,Entwicklung unterstützen,Soutenir le développement,Bantu pengembangan,Sostenere lo sviluppo,Sokong Pembangunan,Поддержка разработки,Geliştirmeyi Destekleyin,ڈیولپمنٹ میں مدد
permanent_delete,Permanently delete this file from SD Card?,هل تريد حذف هذا الملف نهائيًا من بطاقة الذاكرة؟,Bu sənəd SD kartdan həmişəlik silinsin?,এসডি কার্ড থেকে এই ফাইলটি স্থায়ীভাবে মুছবেন?,Diese Datei dauerhaft von der SD-Karte löschen?,Supprimer définitivement ce fichier de la carte SD?,Hapus berkas ini secara permanen dari SD Card?,Elimina definitivamente questo file dalla scheda SD?,Padam fail ini dari Kad SD selamanya?,Навсегда удалить этот файл с SD-карты?,Bu dosya SD Karttan kalıcı olarak silinsin mi?,ایس‌ڈی کارڈ سےمستقل طور پر یہ فائل حذف کریں؟
permission_denied,Permission denied,طلب الاذن مرفوض,İcazə rədd edildi,অনুমতি অস্বীকৃত,Berechtigung verweigert,Autorisation refusée,Akses ditolak,Permesso negato,Keizinan dinafikan,В разрешении отказано,İzin reddedildi,اجازت نہیں ملی
pin_notification,Lock notification,قفل الاشعارات,Lock notification,Lock notification,Benachrichtigung sperren,Verrouiller la notification,Kunci notifikasi,Blocca notifica,Kunci notifikasi,Заблокировать уведомление,Bildirimi kilitle,لاک نوٹیفیکیشن
pin_notification_sum,Prevent accidentally deleting prayer time notifications,منع حذف تنبيهات أو إشعارات أوقات الصلاة عن طريق الخطأ,Prevent accidentally deleting prayer time notifications,Prevent accidentally deleting prayer time notifications,Verhindere das versehentliche Löschen von Gebetszeitbenachrichtigungen,Empêcher accidentellement la suppression des notifications de temps de prière,Cegah penghapusan notifikasi waktu salat secara tidak sengaja,Impedisci l'eliminazione accidentale delle notifiche relative all'ora di preghiera,Mencegah pemadaman notifikasi waktu solat secara tidak sengaja,Предотвращение случайного удаления уведомлений о времени молитвы,Namaz vakti bildirimlerinin yanlışlıkla silinmesini önleyin,غلطی سے نماز کے وقت کی اطلاعات کو حذف کرنے سے روکیں
play_button,Play,تشغيل,Oynat,চালু,Abspielen,Jouer,Mainkan,Riproduci,Main,Играть,Çal,چلائیں
play_mp3_failed,Cannot play audio,لا يمكن تشغيل الصوت,Səsi oxutmaq olmur,অডিও চালানো যাচ্ছে না,Audio kann nicht abgespielt werden,Impossible de lire l'audio,Gagal mainkan suara,Suono non può essere riprodotto,Audio tidak dapat dimainkan,Не удается воспроизвести аудио,Ses çalınamıyor,آڈیو چل نہیں سکتا
play_services_not_available,This feature requires Google Play Services installed,تتطلب هذه الميزة تثبيت خدمة Google Play Services,Google Play Xidmətləri mövcud deyil,এই ফিচারটির জন্য Google Play পরিষেবা ইনস্টল করা প্রয়োজন,Diese Funktion erfordert die Installation von Google Play-Diensten,Cette fonctionnalité nécessite l'installation des services Google Play,Fitur ini membutuhkan Layanan Google Play terinstal,Questa funzione richiede l'installazione di Google Play Services,Ciri ini memerlukan pemasangan Perkhidmatan Google Play,Для этой функции требуются установленные сервисы Google Play,"Bu özellik, Google Play Hizmetlerinin kurulu olmasını gerektirir",اس فیچر کے لیے گوگل پلے سروسز انسٹال کرنے کی ضرورت ہے
playlist,Playlist,قائمة التشغيل,Oxutma siyahısı,প্লেলিস্ট,Wiedergabeliste,Liste de lecture,Daftar putar,Playlist,Senarai main,Плейлист,Oynatma listesi,پلےلسٹ
playlist_fajr,Fajr playlist,قائمة التشغيل لصلاة الفجر,Oxutma siyahısı Fəcr,ফজরের প্লেলিস্ট,Fadschr-Wiedergabeliste,Liste de lecture pour le Fajr,Daftar putar Subuh,Playlist Fajr,Senarai main Subuh,Плейлист Фаджр,Çalma listesi sabah,فجر پلےلسٹ
please_add_timetable_year,Please add timetable for {value},يرجى إضافة جدول زمني لـ {value},Please add timetable for {value},দয়া করে {value} এর জন্য সময়সূচি যুক্ত করুন,Bitte fügen Sie einen Zeitplan für {value} hinzu,Veuillez ajouter un tableau d'horaire pour {value},Mohon tambahkan jadwal untuk {value},Per favore aggiungi orario per {value},Sila tambah jadual untuk {value},"Пожалуйста, добавьте расписание для {value}",Lütfen {value} için zaman ekleyin,مہربانی کرکے ٹائم ٹیبل شامل کریں برائے {value}
please_wait_ellip,Please wait…,يُرجى الانتظار…,"Zəhmət olmasa, gözləyin…",অনুগ্রহপূর্বক অপেক্ষা করুন…,Bitte warten…,Veuillez patientez…,Mohon menunggu…,Si prega di attendere…,Sila tunggu…,"Пожалуйста, подождите…",Lütfen bekleyiniz…,برائے مہربانی انتظار کریں…
plus,Plus,زائد,Plus,Plus,Erhöhen,Plus,Tambah,Plus,Tambah,Плюс,Plus,جمع
plus_day,+ {value} day,+ {value} يوم,+ {value} gün,+ {value} দিন,+ {value} Tag,+ {value} jour,+ {value} hari,+ {value} giorno,+ {value} hari,+ {value} день,+ {value} gün,+ {value} دن
plus_days,+ {value} days,+ {value} أيام,+ {value} günlər,+ {value} দিনগুলি,+ {value} Tage,+ {value} jours,+ {value} hari,+ {value} giorni,+ {value} hari,+ {value} дней,+ {value} günler,+ {value} دن
plus_sym,+,+,+,+,+,+,+,+,+,+,+,+
pm,PM,م,GS,অপরাহ্ন,PM,PM,PM,PM,PM,PM,PM,شام
popup_notification_style,Fullscreen notification style,شكل الإشعار بكامل الشاشة,Bildiriş pəncərəsi stili,পপআপ শৈলী,Vollbildmodus für Benachrichtigungen,Style de la fenêtre de notification,Gaya notifikasi layar penuh,Stile di notifica a schermo intero,Gaya notifikasi skrin penuh,Стиль полноэкранного уведомления,Tam ekran bildirim şekli,فل اسکرین اطلاع سٹائل
popup_settings_summary,When the device is not in use,عندما لا يكون الجهاز قيد الاستخدام,Cihaz istifadə olunmadıqda,ডিভাইসটি যখন ব্যবহারে নেই,Wenn das Gerät nicht verwendet wird,Lorsque l'appareil n'est pas utilisé,Ketika perangkat sedang tidak digunakan,Quando il dispositivo non è in uso,Pada masa peranti tidak digunakan,Когда устройство не используется,Cihaz kullanımda değilken,جب موبائل استعمال میں نہ ہو
popup_timeout,Fullscreen timeout,الشاشة الكاملة للوقت المنهي,Bitmə vaxtı Pəncərəsi,পপআপ সময়সীমা,Vollbild-Timeout,Fenêtre de délai d'attente,Waktu habis layar penuh,Timeout schermo intero,Tempoh masa skrin penuh tamat,Тайм-аут полноэкранного режима,Tam ekran zaman aşımı,فل اسکرین ٹائم آؤٹ
prayer_is_coming,Prepare for {value},استعد لـ {value},{value} üçün hazırlayın,প্রস্তুতি নিন {value},Vorbereiten auf {value},Préparer pour les {value},Bersiap untuk {value},Preparati per {value},Bersedia untuk {value},Приготовьтесь к {value},{value} için hazırlanın,{value} کے لئے تیار رہیں
prayer_pro,{value} (PRO),{value} (الاحترافي),{value} (PRO),{value} (প্রো),{value} (PRO),{value} (PRO),{value} (PRO),{value} (PRO),{value} (PRO),{value} (PRO),{value} (PRO),{value} (پرو)
prayer_time,Prayer times,أوقات الصلاة,Namaz vaxtları,নামাজের সময়,Gebetszeiten,Temps de prière,Waktu salat,Tempi di preghiera,Waktu solat,Время молитвы,Namaz Vakitleri,اوقاتِ نماز
prayer_times_not_correct,Prayer times not set correctly?,أوقات الصلاة غير محددة بشكل صحيح؟,Namaz vaxtları düzgün qurulmayıb?,নামাজের সময় সঠিকভাবে সেট করা হয়নি?,Die Gebetszeiten sind nicht korrekt eingestellt?,Les heures de prière ne sont pas définies correctement?,Waktu salat tidak benar?,L'orario della preghiera non è impostato correttamente?,Tetapan waktu solat tidak tepat?,Время молитвы показывает неверно?,Namaz vakitleri doğru ayarlanmamış mı?,کیا نماز کے اوقات درست نہیں ہیں؟
prayer_times_not_correct_sum_1,Make sure your location is set correctly,تأكد من تعيين موقعك بشكل صحيح,Məkanınızın düzgün qurulduğundan əmin olun,আপনার অবস্থানটি সঠিকভাবে সেট করা আছে তা নিশ্চিত করুন,"Stellen Sie sicher, dass Ihr Standort richtig festgelegt ist",Assurez-vous que votre localisation est correctement définie,Pastikan lokasi Anda telah diatur dengan benar,Assicurati che la posizione sia impostata correttamente,Pastikan lokasi anda ditetapkan dengan betul,"Убедитесь, что ваше местоположение установлено правильно",Konumunuzun doğru ayarlandığından emin olun,یقینی بنائیں کہ آپ کا مقام درست طریقے سے سیٹ کیا گیا ہے
prayer_times_not_correct_sum_2,Make sure your time zone is correct,تأكد من صحة المنطقة الزمنية الخاصة بك,Saat qurşağınızın düzgün olduğundan əmin olun,আপনার সময় অঞ্চলটি সঠিক কিনা তা নিশ্চিত করুন,"Stellen Sie sicher, dass Ihre Zeitzone korrekt ist",Assurez-vous que votre fuseau horaire est correct,Pastikan zona waktu Anda telah diatur dengan benar,Assicurati che il fuso orario sia corretto,Pastikan zon waktu anda betul,"Убедитесь, что ваш часовой пояс верный",Saat diliminizin doğru olduğundan emin olun,یقینی بنائیں کہ آپ کا ٹائم زون درست ہے
prayer_times_not_correct_sum_3,Make sure that you choose the right calculation method to your location,تأكد من اختيار طريقة الحساب الصحيحة لموقعك,Yerinizə uyğun hesablama metodunu seçdiyinizə əmin olun,আপনার অবস্থান এ সঠিক গণনা পদ্ধতিটি চয়ন করেছেন তা নিশ্চিত করুন,"Stellen Sie sicher, dass Sie die richtige Berechnungsmethode für Ihren Standort wählen",Assurez-vous que vous choisissez la bonne méthode de calcul en fonction de votre lieu de résidence,Pastikan telah menggunakan metode perhitungan yang sesuai dengan daerah Anda,Assicurati di aver scelto il metodo corretto di calcolo per la tua posizione,Pastikan anda memilih kaedah pengiraan yang tepat mengikut penempatan anda,"Убедитесь, что вы выбрали правильный метод расчета для вашего местоположения",Bulunduğunuz yere göre doğru hesaplama yöntemini seçtiğinizden emin olun,اس بات کو یقینی بنائیں کہ آپ اپنے مقام کے حساب سے صحیح طریقہ کار کا انتخاب کرتے ہیں
prayer_times_not_correct_sum_4,"If the difference is only a few minutes, you can make corrections on Settings > Calculation Settings > Manual time adjustments",إذا كان الاختلاف بضع دقائق فقط، يمكنك إجراء تصحيحات في الإعدادات> إعدادات الحساب> تعديل الوقت يدويًا,"Fərq yalnız bir neçə dəqiqədirsə, Parametrlər> Hesablama Ayarları> Əl ilə vaxt tənzimləmələrində düzəlişlər edə bilərsiniz",পার্থক্যটি যদি কেবল কয়েক মিনিটের হয় তবে আপনি সেটিংস> গণনা সেটিংস> ম্যানুয়াল সময় সমন্বয়গুলি সংশোধন করতে পারেন,"Wenn die Differenz nur wenige Minuten beträgt, können Sie Korrekturen vornehmen unter Einstellungen > Berechnungseinstellungen > Manuelle Zeitanpassungen","Si la différence n'est que de quelques minutes, vous pouvez effectuer des corrections sur Paramètres > Paramètres de calcul > Ajustements manuels de l'heure","Jika perbedaannya hanya beberapa menit, Anda bisa melakukan koreksi pada Setelan > Atur Perhitungan > Koreksi","Se la differenza è solo di pochi minuti, puoi apportare le correzioni nelle Impostazioni > Impostazioni di calcolo > Regolazioni manuali dell'ora","Jika perbezaannya hanya beberapa minit, anda boleh lakukan pembetulan di Tetapan > Tetapan Pengiraan > Pelarasan waktu manual","Если разница составляет всего несколько минут, вы можете внести коррективы в меню Настройки > Настройки расчета > Ручная настройка времени",Fark sadece birkaç dakika ise Ayarlar > Hesaplama Ayarları > Manuel zaman ayarlamaları bölümünden düzeltme yapabilirsiniz,اگر فرق صرف چند منٹوں کا ہے، تو آپ سیٹنگز > کیلکولیشن سیٹنگز > مینوئل ٹائم ایڈجسٹمنٹ پر تصحیح کر سکتے ہیں
